Nivel de consistência; Data; Cota
1;2012-05-09;109
1;2012-05-09;117
1;2012-05-09;114
1;2012-05-09;107
1;2012-05-09;136
1;2012-05-09;186
1;2012-05-09;196
1;2012-05-09;171
1;2012-05-09;171
1;2012-05-09;148
1;2012-05-09;140
1;2012-05-09;127
1;2012-05-09;121
1;2012-05-09;113
1;2012-05-09;117
1;2012-05-09;116
1;2012-05-09;116
1;2012-05-09;104
1;2012-05-09;111
1;2012-05-09;114
1;2012-04-01;157
1;2012-04-02;151
1;2012-04-03;155
1;2012-04-04;150
1;2012-04-05;136
1;2012-04-06;127
1;2012-04-07;129
1;2012-04-08;130
1;2012-04-09;134
1;2012-04-09;125
1;2012-04-09;143
1;2012-04-09;134
1;2012-04-09;133
1;2012-04-09;130
1;2012-04-09;125
1;2012-04-09;126
1;2012-04-09;110
1;2012-04-09;121
1;2012-04-09;129
1;2012-04-09;132
1;2012-04-09;126
1;2012-04-09;121
1;2012-04-09;113
1;2012-04-09;109
1;2012-04-09;114
1;2012-04-09;109
1;2012-04-09;118
1;2012-04-09;114
1;2012-04-09;114
1;2012-04-09;109
1;2012-03-01;137
1;2012-03-02;131
1;2012-03-03;129
1;2012-03-04;127
1;2012-03-05;125
1;2012-03-06;117
1;2012-03-07;111
1;2012-03-08;116
1;2012-03-09;114
1;2012-03-09;107
1;2012-03-09;113
1;2012-03-09;121
1;2012-03-09;120
1;2012-03-09;114
1;2012-03-09;144
1;2012-03-09;115
1;2012-03-09;128
1;2012-03-09;140
1;2012-03-09;152
1;2012-03-09;170
1;2012-03-09;170
1;2012-03-09;168
1;2012-03-09;179
1;2012-03-09;144
1;2012-03-09;147
1;2012-03-09;153
1;2012-03-09;143
1;2012-03-09;163
1;2012-03-09;179
1;2012-03-09;160
1;2012-03-09;143
1;2012-03-01;140
1;2012-03-02;134
1;2012-03-03;132
1;2012-03-04;130
1;2012-03-05;129
1;2012-03-06;118
1;2012-03-07;117
1;2012-03-08;124
1;2012-03-09;128
1;2012-03-09;110
1;2012-03-09;118
1;2012-03-09;120
1;2012-03-09;124
1;2012-03-09;106
1;2012-03-09;144
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-01;134
1;2012-03-02;128
1;2012-03-03;126
1;2012-03-04;124
1;2012-03-05;120
1;2012-03-06;116
1;2012-03-07;104
1;2012-03-08;108
1;2012-03-09;100
1;2012-03-09;104
1;2012-03-09;108
1;2012-03-09;122
1;2012-03-09;116
1;2012-03-09;121
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-03-09;-999
1;2012-02-01;236
1;2012-02-02;270
1;2012-02-03;258
1;2012-02-04;254
1;2012-02-05;256
1;2012-02-06;224
1;2012-02-07;174
1;2012-02-08;194
1;2012-02-09;183
1;2012-02-09;166
1;2012-02-09;172
1;2012-02-09;168
1;2012-02-09;196
1;2012-02-09;149
1;2012-02-09;172
1;2012-02-09;172
1;2012-02-09;186
1;2012-02-09;167
1;2012-02-09;174
1;2012-02-09;178
1;2012-02-09;158
1;2012-02-09;160
1;2012-02-09;148
1;2012-02-09;142
1;2012-02-09;156
1;2012-02-09;145
1;2012-02-09;136
1;2012-02-09;132
1;2012-02-09;132
1;2012-02-01;242
1;2012-02-02;264
1;2012-02-03;254
1;2012-02-04;262
1;2012-02-05;252
1;2012-02-06;230
1;2012-02-07;188
1;2012-02-08;200
1;2012-02-09;178
1;2012-02-09;163
1;2012-02-09;162
1;2012-02-09;170
1;2012-02-09;164
1;2012-02-09;167
1;2012-02-09;168
1;2012-02-09;190
1;2012-02-09;192
1;2012-02-09;182
1;2012-02-09;163
1;2012-02-09;153
1;2012-02-09;146
1;2012-02-09;154
1;2012-02-09;162
1;2012-02-09;148
1;2012-02-09;146
1;2012-02-09;143
1;2012-02-09;142
1;2012-02-09;157
1;2012-02-09;136
1;2012-02-01;239
1;2012-02-02;267
1;2012-02-03;256
1;2012-02-04;258
1;2012-02-05;254
1;2012-02-06;227
1;2012-02-07;181
1;2012-02-08;197
1;2012-02-09;181
1;2012-02-09;165
1;2012-02-09;167
1;2012-02-09;169
1;2012-02-09;180
1;2012-02-09;158
1;2012-02-09;170
1;2012-02-09;181
1;2012-02-09;189
1;2012-02-09;175
1;2012-02-09;169
1;2012-02-09;166
1;2012-02-09;152
1;2012-02-09;157
1;2012-02-09;155
1;2012-02-09;145
1;2012-02-09;151
1;2012-02-09;144
1;2012-02-09;139
1;2012-02-09;145
1;2012-02-09;134
1;2012-01-01;459
1;2012-01-02;441
1;2012-01-03;503
1;2012-01-04;571
1;2012-01-05;597
1;2012-01-06;642
1;2012-01-07;706
1;2012-01-08;633
1;2012-01-09;545
1;2012-01-09;545
1;2012-01-09;570
1;2012-01-09;577
1;2012-01-09;527
1;2012-01-09;447
1;2012-01-09;413
1;2012-01-09;361
1;2012-01-09;329
1;2012-01-09;300
1;2012-01-09;295
1;2012-01-09;269
1;2012-01-09;251
1;2012-01-09;250
1;2012-01-09;250
1;2012-01-09;237
1;2012-01-09;224
1;2012-01-09;223
1;2012-01-09;226
1;2012-01-09;222
1;2012-01-09;211
1;2012-01-09;207
1;2012-01-09;217
1;2012-01-01;448
1;2012-01-02;457
1;2012-01-03;474
1;2012-01-04;569
1;2012-01-05;588
1;2012-01-06;633
1;2012-01-07;696
1;2012-01-08;652
1;2012-01-09;562
1;2012-01-09;541
1;2012-01-09;560
1;2012-01-09;590
1;2012-01-09;541
1;2012-01-09;487
1;2012-01-09;424
1;2012-01-09;365
1;2012-01-09;332
1;2012-01-09;318
1;2012-01-09;310
1;2012-01-09;280
1;2012-01-09;254
1;2012-01-09;-999
1;2012-01-09;257
1;2012-01-09;236
1;2012-01-09;231
1;2012-01-09;239
1;2012-01-09;254
1;2012-01-09;225
1;2012-01-09;218
1;2012-01-09;216
1;2012-01-09;216
1;2012-01-01;470
1;2012-01-02;424
1;2012-01-03;532
1;2012-01-04;572
1;2012-01-05;605
1;2012-01-06;650
1;2012-01-07;716
1;2012-01-08;614
1;2012-01-09;528
1;2012-01-09;548
1;2012-01-09;580
1;2012-01-09;563
1;2012-01-09;512
1;2012-01-09;406
1;2012-01-09;401
1;2012-01-09;356
1;2012-01-09;326
1;2012-01-09;282
1;2012-01-09;280
1;2012-01-09;257
1;2012-01-09;248
1;2012-01-09;-999
1;2012-01-09;243
1;2012-01-09;238
1;2012-01-09;216
1;2012-01-09;206
1;2012-01-09;198
1;2012-01-09;218
1;2012-01-09;203
1;2012-01-09;198
1;2012-01-09;218
1;2011-12-01;490
1;2011-12-02;450
1;2011-12-03;399
1;2011-12-04;411
1;2011-12-05;383
1;2011-12-06;350
1;2011-12-07;310
1;2011-12-08;297
1;2011-12-09;270
1;2011-12-09;270
1;2011-12-09;251
1;2011-12-09;253
1;2011-12-09;320
1;2011-12-09;284
1;2011-12-09;274
1;2011-12-09;264
1;2011-12-09;242
1;2011-12-09;384
1;2011-12-09;464
1;2011-12-09;492
1;2011-12-09;482
1;2011-12-09;521
1;2011-12-09;528
1;2011-12-09;408
1;2011-12-09;342
1;2011-12-09;308
1;2011-12-09;272
1;2011-12-09;251
1;2011-12-09;220
1;2011-12-09;327
1;2011-12-09;418
1;2011-12-01;474
1;2011-12-02;419
1;2011-12-03;394
1;2011-12-04;408
1;2011-12-05;349
1;2011-12-06;278
1;2011-12-07;286
1;2011-12-08;260
1;2011-12-09;267
1;2011-12-09;264
1;2011-12-09;250
1;2011-12-09;228
1;2011-12-09;222
1;2011-12-09;256
1;2011-12-09;238
1;2011-12-09;210
1;2011-12-09;242
1;2011-12-09;414
1;2011-12-09;442
1;2011-12-09;482
1;2011-12-09;486
1;2011-12-09;521
1;2011-12-09;484
1;2011-12-09;362
1;2011-12-09;318
1;2011-12-09;278
1;2011-12-09;244
1;2011-12-09;229
1;2011-12-09;260
1;2011-12-09;348
1;2011-12-09;458
1;2011-12-01;482
1;2011-12-02;435
1;2011-12-03;397
1;2011-12-04;410
1;2011-12-05;366
1;2011-12-06;314
1;2011-12-07;298
1;2011-12-08;279
1;2011-12-09;269
1;2011-12-09;267
1;2011-12-09;251
1;2011-12-09;241
1;2011-12-09;271
1;2011-12-09;270
1;2011-12-09;256
1;2011-12-09;237
1;2011-12-09;242
1;2011-12-09;399
1;2011-12-09;453
1;2011-12-09;487
1;2011-12-09;484
1;2011-12-09;521
1;2011-12-09;506
1;2011-12-09;385
1;2011-12-09;330
1;2011-12-09;293
1;2011-12-09;258
1;2011-12-09;240
1;2011-12-09;240
1;2011-12-09;338
1;2011-12-09;438
1;2011-11-01;128
1;2011-11-02;147
1;2011-11-03;144
1;2011-11-04;142
1;2011-11-05;137
1;2011-11-06;122
1;2011-11-07;121
1;2011-11-08;110
1;2011-11-09;103
1;2011-11-09;99
1;2011-11-09;89
1;2011-11-09;89
1;2011-11-09;90
1;2011-11-09;89
1;2011-11-09;91
1;2011-11-09;95
1;2011-11-09;104
1;2011-11-09;134
1;2011-11-09;191
1;2011-11-09;189
1;2011-11-09;163
1;2011-11-09;163
1;2011-11-09;163
1;2011-11-09;159
1;2011-11-09;173
1;2011-11-09;308
1;2011-11-09;330
1;2011-11-09;294
1;2011-11-09;392
1;2011-11-09;469
1;2011-11-01;134
1;2011-11-02;144
1;2011-11-03;138
1;2011-11-04;140
1;2011-11-05;140
1;2011-11-06;124
1;2011-11-07;128
1;2011-11-08;110
1;2011-11-09;108
1;2011-11-09;100
1;2011-11-09;98
1;2011-11-09;94
1;2011-11-09;90
1;2011-11-09;92
1;2011-11-09;94
1;2011-11-09;100
1;2011-11-09;100
1;2011-11-09;130
1;2011-11-09;180
1;2011-11-09;186
1;2011-11-09;181
1;2011-11-09;162
1;2011-11-09;166
1;2011-11-09;182
1;2011-11-09;168
1;2011-11-09;293
1;2011-11-09;356
1;2011-11-09;276
1;2011-11-09;367
1;2011-11-09;466
1;2011-11-01;122
1;2011-11-02;150
1;2011-11-03;150
1;2011-11-04;144
1;2011-11-05;134
1;2011-11-06;120
1;2011-11-07;114
1;2011-11-08;110
1;2011-11-09;98
1;2011-11-09;98
1;2011-11-09;80
1;2011-11-09;83
1;2011-11-09;90
1;2011-11-09;86
1;2011-11-09;88
1;2011-11-09;90
1;2011-11-09;108
1;2011-11-09;138
1;2011-11-09;201
1;2011-11-09;192
1;2011-11-09;144
1;2011-11-09;164
1;2011-11-09;160
1;2011-11-09;136
1;2011-11-09;178
1;2011-11-09;323
1;2011-11-09;304
1;2011-11-09;312
1;2011-11-09;416
1;2011-11-09;472
1;2011-10-01;60
1;2011-10-02;58
1;2011-10-03;57
1;2011-10-04;61
1;2011-10-05;56
1;2011-10-06;55
1;2011-10-07;58
1;2011-10-08;56
1;2011-10-09;62
1;2011-10-09;66
1;2011-10-09;70
1;2011-10-09;72
1;2011-10-09;57
1;2011-10-09;62
1;2011-10-09;63
1;2011-10-09;65
1;2011-10-09;70
1;2011-10-09;96
1;2011-10-09;118
1;2011-10-09;150
1;2011-10-09;151
1;2011-10-09;146
1;2011-10-09;131
1;2011-10-09;128
1;2011-10-09;118
1;2011-10-09;143
1;2011-10-09;152
1;2011-10-09;154
1;2011-10-09;130
1;2011-10-09;126
1;2011-10-09;106
1;2011-10-01;58
1;2011-10-02;57
1;2011-10-03;54
1;2011-10-04;52
1;2011-10-05;51
1;2011-10-06;58
1;2011-10-07;57
1;2011-10-08;61
1;2011-10-09;56
1;2011-10-09;57
1;2011-10-09;60
1;2011-10-09;61
1;2011-10-09;50
1;2011-10-09;58
1;2011-10-09;59
1;2011-10-09;66
1;2011-10-09;82
1;2011-10-09;92
1;2011-10-09;114
1;2011-10-09;156
1;2011-10-09;142
1;2011-10-09;144
1;2011-10-09;119
1;2011-10-09;122
1;2011-10-09;118
1;2011-10-09;146
1;2011-10-09;150
1;2011-10-09;155
1;2011-10-09;128
1;2011-10-09;118
1;2011-10-09;110
1;2011-10-01;59
1;2011-10-02;58
1;2011-10-03;56
1;2011-10-04;57
1;2011-10-05;54
1;2011-10-06;57
1;2011-10-07;58
1;2011-10-08;59
1;2011-10-09;59
1;2011-10-09;62
1;2011-10-09;65
1;2011-10-09;67
1;2011-10-09;54
1;2011-10-09;60
1;2011-10-09;61
1;2011-10-09;66
1;2011-10-09;76
1;2011-10-09;94
1;2011-10-09;116
1;2011-10-09;153
1;2011-10-09;147
1;2011-10-09;145
1;2011-10-09;125
1;2011-10-09;125
1;2011-10-09;118
1;2011-10-09;145
1;2011-10-09;151
1;2011-10-09;155
1;2011-10-09;129
1;2011-10-09;122
1;2011-10-09;108
1;2011-09-01;61
1;2011-09-02;60
1;2011-09-03;60
1;2011-09-04;60
1;2011-09-05;62
1;2011-09-06;61
1;2011-09-07;67
1;2011-09-08;64
1;2011-09-09;59
1;2011-09-09;59
1;2011-09-09;58
1;2011-09-09;58
1;2011-09-09;55
1;2011-09-09;63
1;2011-09-09;59
1;2011-09-09;58
1;2011-09-09;60
1;2011-09-09;56
1;2011-09-09;64
1;2011-09-09;60
1;2011-09-09;59
1;2011-09-09;59
1;2011-09-09;58
1;2011-09-09;53
1;2011-09-09;59
1;2011-09-09;59
1;2011-09-09;57
1;2011-09-09;61
1;2011-09-09;59
1;2011-09-09;61
1;2011-09-01;62
1;2011-09-02;55
1;2011-09-03;64
1;2011-09-04;62
1;2011-09-05;64
1;2011-09-06;60
1;2011-09-07;67
1;2011-09-08;65
1;2011-09-09;64
1;2011-09-09;62
1;2011-09-09;61
1;2011-09-09;60
1;2011-09-09;55
1;2011-09-09;67
1;2011-09-09;60
1;2011-09-09;60
1;2011-09-09;61
1;2011-09-09;56
1;2011-09-09;66
1;2011-09-09;62
1;2011-09-09;61
1;2011-09-09;61
1;2011-09-09;62
1;2011-09-09;52
1;2011-09-09;62
1;2011-09-09;61
1;2011-09-09;58
1;2011-09-09;66
1;2011-09-09;62
1;2011-09-09;62
1;2011-09-01;60
1;2011-09-02;64
1;2011-09-03;55
1;2011-09-04;58
1;2011-09-05;60
1;2011-09-06;62
1;2011-09-07;66
1;2011-09-08;62
1;2011-09-09;54
1;2011-09-09;55
1;2011-09-09;55
1;2011-09-09;56
1;2011-09-09;54
1;2011-09-09;58
1;2011-09-09;57
1;2011-09-09;56
1;2011-09-09;58
1;2011-09-09;56
1;2011-09-09;61
1;2011-09-09;58
1;2011-09-09;57
1;2011-09-09;57
1;2011-09-09;54
1;2011-09-09;53
1;2011-09-09;55
1;2011-09-09;57
1;2011-09-09;56
1;2011-09-09;55
1;2011-09-09;56
1;2011-09-09;60
1;2011-08-01;84
1;2011-08-02;91
1;2011-08-03;92
1;2011-08-04;94
1;2011-08-05;90
1;2011-08-06;88
1;2011-08-07;86
1;2011-08-08;84
1;2011-08-09;72
1;2011-08-09;74
1;2011-08-09;88
1;2011-08-09;74
1;2011-08-09;75
1;2011-08-09;69
1;2011-08-09;78
1;2011-08-09;76
1;2011-08-09;72
1;2011-08-09;72
1;2011-08-09;70
1;2011-08-09;72
1;2011-08-09;66
1;2011-08-09;68
1;2011-08-09;62
1;2011-08-09;72
1;2011-08-09;68
1;2011-08-09;68
1;2011-08-09;68
1;2011-08-09;69
1;2011-08-09;72
1;2011-08-09;70
1;2011-08-09;62
1;2011-08-01;80
1;2011-08-02;79
1;2011-08-03;90
1;2011-08-04;76
1;2011-08-05;71
1;2011-08-06;75
1;2011-08-07;74
1;2011-08-08;74
1;2011-08-09;73
1;2011-08-09;66
1;2011-08-09;77
1;2011-08-09;68
1;2011-08-09;70
1;2011-08-09;69
1;2011-08-09;70
1;2011-08-09;69
1;2011-08-09;68
1;2011-08-09;68
1;2011-08-09;68
1;2011-08-09;66
1;2011-08-09;65
1;2011-08-09;64
1;2011-08-09;66
1;2011-08-09;70
1;2011-08-09;71
1;2011-08-09;60
1;2011-08-09;62
1;2011-08-09;64
1;2011-08-09;66
1;2011-08-09;60
1;2011-08-09;61
1;2011-08-01;82
1;2011-08-02;85
1;2011-08-03;91
1;2011-08-04;85
1;2011-08-05;81
1;2011-08-06;82
1;2011-08-07;80
1;2011-08-08;79
1;2011-08-09;73
1;2011-08-09;70
1;2011-08-09;83
1;2011-08-09;71
1;2011-08-09;73
1;2011-08-09;69
1;2011-08-09;74
1;2011-08-09;73
1;2011-08-09;70
1;2011-08-09;70
1;2011-08-09;69
1;2011-08-09;69
1;2011-08-09;66
1;2011-08-09;66
1;2011-08-09;64
1;2011-08-09;71
1;2011-08-09;70
1;2011-08-09;64
1;2011-08-09;65
1;2011-08-09;67
1;2011-08-09;69
1;2011-08-09;65
1;2011-08-09;62
1;2011-07-01;90
1;2011-07-02;100
1;2011-07-03;96
1;2011-07-04;94
1;2011-07-05;100
1;2011-07-06;101
1;2011-07-07;100
1;2011-07-08;92
1;2011-07-09;94
1;2011-07-09;92
1;2011-07-09;100
1;2011-07-09;95
1;2011-07-09;90
1;2011-07-09;92
1;2011-07-09;88
1;2011-07-09;92
1;2011-07-09;92
1;2011-07-09;78
1;2011-07-09;80
1;2011-07-09;90
1;2011-07-09;88
1;2011-07-09;94
1;2011-07-09;78
1;2011-07-09;76
1;2011-07-09;74
1;2011-07-09;87
1;2011-07-09;85
1;2011-07-09;88
1;2011-07-09;84
1;2011-07-09;85
1;2011-07-09;86
1;2011-07-01;96
1;2011-07-02;84
1;2011-07-03;83
1;2011-07-04;96
1;2011-07-05;99
1;2011-07-06;86
1;2011-07-07;90
1;2011-07-08;82
1;2011-07-09;86
1;2011-07-09;85
1;2011-07-09;87
1;2011-07-09;86
1;2011-07-09;86
1;2011-07-09;90
1;2011-07-09;84
1;2011-07-09;88
1;2011-07-09;82
1;2011-07-09;77
1;2011-07-09;78
1;2011-07-09;77
1;2011-07-09;81
1;2011-07-09;75
1;2011-07-09;75
1;2011-07-09;74
1;2011-07-09;75
1;2011-07-09;76
1;2011-07-09;76
1;2011-07-09;96
1;2011-07-09;78
1;2011-07-09;76
1;2011-07-09;80
1;2011-07-01;93
1;2011-07-02;92
1;2011-07-03;90
1;2011-07-04;95
1;2011-07-05;100
1;2011-07-06;94
1;2011-07-07;95
1;2011-07-08;87
1;2011-07-09;90
1;2011-07-09;89
1;2011-07-09;94
1;2011-07-09;91
1;2011-07-09;88
1;2011-07-09;91
1;2011-07-09;86
1;2011-07-09;90
1;2011-07-09;87
1;2011-07-09;78
1;2011-07-09;79
1;2011-07-09;84
1;2011-07-09;85
1;2011-07-09;85
1;2011-07-09;77
1;2011-07-09;75
1;2011-07-09;75
1;2011-07-09;82
1;2011-07-09;81
1;2011-07-09;92
1;2011-07-09;81
1;2011-07-09;81
1;2011-07-09;83
1;2011-06-01;106
1;2011-06-02;104
1;2011-06-03;105
1;2011-06-04;93
1;2011-06-05;97
1;2011-06-06;98
1;2011-06-07;100
1;2011-06-08;105
1;2011-06-09;98
1;2011-06-09;93
1;2011-06-09;101
1;2011-06-09;98
1;2011-06-09;103
1;2011-06-09;107
1;2011-06-09;110
1;2011-06-09;103
1;2011-06-09;105
1;2011-06-09;106
1;2011-06-09;101
1;2011-06-09;97
1;2011-06-09;103
1;2011-06-09;98
1;2011-06-09;89
1;2011-06-09;99
1;2011-06-09;95
1;2011-06-09;99
1;2011-06-09;98
1;2011-06-09;88
1;2011-06-09;99
1;2011-06-09;90
1;2011-06-01;95
1;2011-06-02;108
1;2011-06-03;102
1;2011-06-04;96
1;2011-06-05;100
1;2011-06-06;98
1;2011-06-07;100
1;2011-06-08;106
1;2011-06-09;102
1;2011-06-09;96
1;2011-06-09;106
1;2011-06-09;96
1;2011-06-09;104
1;2011-06-09;108
1;2011-06-09;120
1;2011-06-09;106
1;2011-06-09;105
1;2011-06-09;106
1;2011-06-09;102
1;2011-06-09;100
1;2011-06-09;105
1;2011-06-09;100
1;2011-06-09;92
1;2011-06-09;101
1;2011-06-09;95
1;2011-06-09;102
1;2011-06-09;104
1;2011-06-09;90
1;2011-06-09;97
1;2011-06-09;92
1;2011-06-01;116
1;2011-06-02;100
1;2011-06-03;108
1;2011-06-04;90
1;2011-06-05;94
1;2011-06-06;97
1;2011-06-07;100
1;2011-06-08;103
1;2011-06-09;94
1;2011-06-09;90
1;2011-06-09;96
1;2011-06-09;100
1;2011-06-09;102
1;2011-06-09;106
1;2011-06-09;100
1;2011-06-09;100
1;2011-06-09;104
1;2011-06-09;105
1;2011-06-09;100
1;2011-06-09;94
1;2011-06-09;101
1;2011-06-09;95
1;2011-06-09;86
1;2011-06-09;96
1;2011-06-09;94
1;2011-06-09;96
1;2011-06-09;92
1;2011-06-09;85
1;2011-06-09;100
1;2011-06-09;88
1;2011-05-01;140
1;2011-05-02;138
1;2011-05-03;130
1;2011-05-04;138
1;2011-05-05;128
1;2011-05-06;132
1;2011-05-07;142
1;2011-05-08;130
1;2011-05-09;120
1;2011-05-09;126
1;2011-05-09;124
1;2011-05-09;121
1;2011-05-09;116
1;2011-05-09;124
1;2011-05-09;118
1;2011-05-09;106
1;2011-05-09;121
1;2011-05-09;124
1;2011-05-09;114
1;2011-05-09;116
1;2011-05-09;108
1;2011-05-09;104
1;2011-05-09;102
1;2011-05-09;118
1;2011-05-09;118
1;2011-05-09;116
1;2011-05-09;114
1;2011-05-09;116
1;2011-05-09;114
1;2011-05-09;112
1;2011-05-09;108
1;2011-05-01;137
1;2011-05-02;140
1;2011-05-03;121
1;2011-05-04;120
1;2011-05-05;134
1;2011-05-06;130
1;2011-05-07;126
1;2011-05-08;112
1;2011-05-09;108
1;2011-05-09;108
1;2011-05-09;126
1;2011-05-09;106
1;2011-05-09;107
1;2011-05-09;112
1;2011-05-09;108
1;2011-05-09;120
1;2011-05-09;116
1;2011-05-09;118
1;2011-05-09;102
1;2011-05-09;100
1;2011-05-09;106
1;2011-05-09;102
1;2011-05-09;100
1;2011-05-09;90
1;2011-05-09;107
1;2011-05-09;101
1;2011-05-09;97
1;2011-05-09;94
1;2011-05-09;95
1;2011-05-09;102
1;2011-05-09;90
1;2011-05-01;139
1;2011-05-02;139
1;2011-05-03;126
1;2011-05-04;129
1;2011-05-05;131
1;2011-05-06;131
1;2011-05-07;134
1;2011-05-08;121
1;2011-05-09;114
1;2011-05-09;117
1;2011-05-09;125
1;2011-05-09;114
1;2011-05-09;112
1;2011-05-09;118
1;2011-05-09;113
1;2011-05-09;113
1;2011-05-09;119
1;2011-05-09;121
1;2011-05-09;108
1;2011-05-09;108
1;2011-05-09;107
1;2011-05-09;103
1;2011-05-09;101
1;2011-05-09;104
1;2011-05-09;113
1;2011-05-09;109
1;2011-05-09;106
1;2011-05-09;105
1;2011-05-09;105
1;2011-05-09;107
1;2011-05-09;99
1;2011-04-01;179
1;2011-04-02;183
1;2011-04-03;181
1;2011-04-04;198
1;2011-04-05;202
1;2011-04-06;243
1;2011-04-07;258
1;2011-04-08;245
1;2011-04-09;244
1;2011-04-09;220
1;2011-04-09;198
1;2011-04-09;182
1;2011-04-09;183
1;2011-04-09;164
1;2011-04-09;173
1;2011-04-09;165
1;2011-04-09;148
1;2011-04-09;154
1;2011-04-09;142
1;2011-04-09;147
1;2011-04-09;152
1;2011-04-09;151
1;2011-04-09;150
1;2011-04-09;149
1;2011-04-09;150
1;2011-04-09;138
1;2011-04-09;140
1;2011-04-09;137
1;2011-04-09;136
1;2011-04-09;134
1;2011-04-01;198
1;2011-04-02;188
1;2011-04-03;178
1;2011-04-04;191
1;2011-04-05;178
1;2011-04-06;218
1;2011-04-07;268
1;2011-04-08;248
1;2011-04-09;248
1;2011-04-09;238
1;2011-04-09;198
1;2011-04-09;186
1;2011-04-09;174
1;2011-04-09;158
1;2011-04-09;180
1;2011-04-09;167
1;2011-04-09;156
1;2011-04-09;158
1;2011-04-09;142
1;2011-04-09;148
1;2011-04-09;156
1;2011-04-09;154
1;2011-04-09;152
1;2011-04-09;151
1;2011-04-09;144
1;2011-04-09;136
1;2011-04-09;143
1;2011-04-09;144
1;2011-04-09;140
1;2011-04-09;138
1;2011-04-01;160
1;2011-04-02;178
1;2011-04-03;184
1;2011-04-04;205
1;2011-04-05;226
1;2011-04-06;268
1;2011-04-07;248
1;2011-04-08;242
1;2011-04-09;240
1;2011-04-09;202
1;2011-04-09;198
1;2011-04-09;178
1;2011-04-09;192
1;2011-04-09;170
1;2011-04-09;165
1;2011-04-09;162
1;2011-04-09;140
1;2011-04-09;149
1;2011-04-09;142
1;2011-04-09;146
1;2011-04-09;147
1;2011-04-09;148
1;2011-04-09;148
1;2011-04-09;146
1;2011-04-09;156
1;2011-04-09;140
1;2011-04-09;136
1;2011-04-09;130
1;2011-04-09;131
1;2011-04-09;130
1;2011-03-01;125
1;2011-03-02;172
1;2011-03-03;161
1;2011-03-04;178
1;2011-03-05;184
1;2011-03-06;187
1;2011-03-07;255
1;2011-03-08;275
1;2011-03-09;343
1;2011-03-09;441
1;2011-03-09;431
1;2011-03-09;390
1;2011-03-09;362
1;2011-03-09;329
1;2011-03-09;326
1;2011-03-09;299
1;2011-03-09;325
1;2011-03-09;318
1;2011-03-09;299
1;2011-03-09;314
1;2011-03-09;271
1;2011-03-09;243
1;2011-03-09;225
1;2011-03-09;207
1;2011-03-09;197
1;2011-03-09;195
1;2011-03-09;184
1;2011-03-09;174
1;2011-03-09;157
1;2011-03-09;165
1;2011-03-09;148
1;2011-03-01;136
1;2011-03-02;172
1;2011-03-03;152
1;2011-03-04;164
1;2011-03-05;188
1;2011-03-06;182
1;2011-03-07;248
1;2011-03-08;270
1;2011-03-09;273
1;2011-03-09;441
1;2011-03-09;440
1;2011-03-09;400
1;2011-03-09;374
1;2011-03-09;342
1;2011-03-09;372
1;2011-03-09;281
1;2011-03-09;314
1;2011-03-09;320
1;2011-03-09;296
1;2011-03-09;318
1;2011-03-09;292
1;2011-03-09;254
1;2011-03-09;217
1;2011-03-09;212
1;2011-03-09;206
1;2011-03-09;200
1;2011-03-09;190
1;2011-03-09;180
1;2011-03-09;158
1;2011-03-09;171
1;2011-03-09;152
1;2011-03-01;114
1;2011-03-02;172
1;2011-03-03;170
1;2011-03-04;192
1;2011-03-05;180
1;2011-03-06;191
1;2011-03-07;262
1;2011-03-08;279
1;2011-03-09;413
1;2011-03-09;440
1;2011-03-09;421
1;2011-03-09;380
1;2011-03-09;350
1;2011-03-09;316
1;2011-03-09;280
1;2011-03-09;316
1;2011-03-09;336
1;2011-03-09;316
1;2011-03-09;302
1;2011-03-09;310
1;2011-03-09;250
1;2011-03-09;232
1;2011-03-09;232
1;2011-03-09;202
1;2011-03-09;188
1;2011-03-09;190
1;2011-03-09;178
1;2011-03-09;167
1;2011-03-09;156
1;2011-03-09;158
1;2011-03-09;144
1;2011-02-01;141
1;2011-02-02;134
1;2011-02-03;118
1;2011-02-04;124
1;2011-02-05;150
1;2011-02-06;132
1;2011-02-07;94
1;2011-02-08;116
1;2011-02-09;129
1;2011-02-09;112
1;2011-02-09;98
1;2011-02-09;110
1;2011-02-09;102
1;2011-02-09;100
1;2011-02-09;106
1;2011-02-09;96
1;2011-02-09;97
1;2011-02-09;98
1;2011-02-09;108
1;2011-02-09;99
1;2011-02-09;100
1;2011-02-09;95
1;2011-02-09;86
1;2011-02-09;84
1;2011-02-09;100
1;2011-02-09;126
1;2011-02-09;108
